productid	brand	RAM_GB	HDD_GB	GHz	price
117108	asus	16	500	3.2	81900
117432	DELL	4	1000	3	80900
117446	DELL	16	1000	2.5	83900
117822	Apple	8	1000	2.3	113900
117850	Asus	16	500	3.2	78900
117868	Dell	4	500	3	74900
118044	DELL	16	1000	2.5	79900
118133	Toshiba	4	500	2.5	50900
118241	Acer	16	500	3.2	82900
118348	HP	16	1000	1.8	53900
118662	asus	4	1000	2.3	48900
118667	DELL	16	1000	1.8	63900
118765	HP	4	2000	3	64900
118907	Asus	8	500	2.3	53900
119021	hp	8	2000	2.5	65900
119173	Toshiba	4	2000	2.5	59900
119190	Lenovo	16	500	2.5	48900
119228	asus	8	1000	2.3	47900
119452	Samsung	8	500	2.5	52900
119668	asus	8	2000	3.2	84900
120014	Samsung	8	1000	3.2	74900
120085	DELL	16	2000	2.3	70900
120477	Samsung	4	500	2.5	45900
120562	Apple	8	2000	1.8	114900
120758	MSI	16	1000	3	73900
120881	Lenovo	8	2000	1.8	35900
120934	hp	8	2000	2.3	54900
120978	MSI	8	2000	3	82900
121048	DELL	4	500	2.3	55900
121231	Asus	4	2000	1.8	44900
121361	Acer	4	2000	3.2	73900
121441	HP	4	500	2.5	48900
121618	Microsoft	16	1000	2.5	63900
121729	Lenovo	4	2000	2.5	41900
121741	Asus	8	1000	2.3	49900
121820	hp	8	1000	1.8	48900
121824	Lenovo	16	1000	1.8	29900
121850	Acer	4	1000	3.2	77900
121955	Apple	16	2000	2.3	129900
121969	Asus	16	1000	2.5	70900
122072	Acer	8	1000	2.5	56900
122267	DELL	8	500	2.5	73900
122405	Lenovo	4	2000	2.3	30900
122502	DELL	8	2000	3.2	98900
122725	Lenovo	4	2000	3.2	58900
122763	MSI	16	1000	2.5	61900
122776	Toshiba	8	500	1.8	42900
122803	DELL	8	500	2.5	69900
122819	Acer	8	500	2.5	56900
122962	Acer	16	2000	3.2	89900
123041	hp	16	500	2.3	52900
123532	Lenovo	16	500	2.5	50900
123834	asus	8	1000	1.8	47900
123843	Asus	16	1000	2.5	64900
123885	DELL	16	500	1.8	63900
124141	Acer	16	2000	3.2	85900
124175	HP	8	1000	1.8	41900
124259	Dell	8	500	1.8	59900
124332	Toshiba	16	2000	2.3	53900
124389	MSI	16	1000	3.2	86900
124734	HP	16	1000	1.8	56900
124800	Toshiba	8	500	3	61900
125098	asus	8	2000	3.2	88900
125310	HP	4	2000	3	68900
125643	MSI	16	500	1.8	47900
125677	HP	4	1000	1.8	37900
125708	HP	4	2000	2.5	56900
125733	MSI	16	500	3.2	79900
125895	Apple	8	500	2.5	121900
126152	Dell	16	2000	2.3	72900
126152	Dell	16	2000	2.3	72900
126267	hp	8	500	3.2	73900
126512	Asus	4	2000	3	70900
126645	HP	16	2000	2.3	64900
126678	Lenovo	8	2000	2.5	47900
126787	hp	16	1000	3	73900
126946	Microsoft	4	1000	3.2	74900
126968	Apple	16	1000	2.5	129900
126986	HP	4	500	1.8	38900
127069	hp	8	1000	2.5	60900
127337	Acer	16	1000	2.3	63900
127435	Samsung	16	1000	3.2	83900
127453	Microsoft	8	2000	1.8	48900
127487	MSI	8	1000	2.3	51900
127561	Asus	8	1000	2.5	57900
127582	HP	4	500	1.8	32900
127600	Microsoft	8	1000	3	69900
127673	Lenovo	16	2000	1.8	37900
127682	Microsoft	16	1000	3	77900
127766	asus	8	500	1.8	40900
128218	hp	16	1000	3.2	77900
128252	Microsoft	8	500	3	62900
128285	hp	4	1000	3.2	67900
129366	Dell	4	2000	2.5	63900
129370	Asus	4	500	2.5	46900
129376	DELL	4	500	3.2	82900
129388	Asus	4	1000	3	62900
129579	asus	16	500	2.3	47900
129584	Acer	4	500	1.8	23900
129661	Asus	16	500	2.3	55900
129754	Asus	8	2000	3.2	86900
129787	Microsoft	16	2000	2.5	66900
129926	asus	16	2000	1.8	60900
130013	unknown	4	500	3	63900
130169	hp	4	1000	2.3	42900
130197	Apple	8	500	1.8	105900
130393	Acer	4	2000	2.3	57900
130411	DELL	8	1000	3	82900
130547	DELL	16	2000	2.3	76900
130666	Dell	4	1000	3	80900
130765	HP	16	1000	2.5	59900
130802	Samsung	8	500	3	63900
130802	Samsung	8	500	3	63900
131058	Dell	4	2000	2.3	64900
131379	Lenovo	8	2000	3.2	74900
131429	MSI	4	1000	1.8	34900
132073	Microsoft	4	1000	1.8	36900
132103	Asus	16	500	2.3	57900
132533	Samsung	8	500	3.2	84900
132880	Apple	16	2000	3	139900
133068	asus	8	1000	3	63900
133270	Dell	16	500	3	87900
133545	Toshiba	8	1000	3.2	79900
133808	Lenovo	16	500	1.8	25900
134228	Microsoft	4	1000	1.8	37900
134328	asus	8	2000	2.3	54900
134746	Microsoft	16	2000	2.5	67900
134927	Asus	4	2000	3	69900
134934	Toshiba	16	1000	1.8	50900
135068	Toshiba	8	500	1.8	36900
135126	MSI	8	500	2.3	51900
135314	MSI	4	1000	2.3	42900
135889	Microsoft	16	2000	3	73900
136207	Lenovo	16	500	2.5	52900
136213	hp	4	2000	3.2	81900
136520	HP	4	500	2.3	40900
136530	MSI	4	1000	2.5	48900
136794	HP	4	1000	2.3	50900
137097	Samsung	4	500	3	70900
137188	Asus	4	2000	3.2	74900
137539	Microsoft	8	1000	3	72900
137590	Apple	8	500	2.5	117900
137728	Apple	8	2000	2.5	124900
137925	Dell	8	1000	2.3	66900
137943	Acer	16	2000	3	73900
138088	asus	4	2000	2.3	50900
138157	DELL	16	2000	2.5	80900
138292	MSI	4	2000	2.3	52900
138395	Acer	4	2000	3.2	71900
138453	DELL	8	500	2.3	58900
138716	Acer	4	500	3.2	78900
138717	unknown	16	2000	3.2	98900
138970	Dell	8	500	1.8	62900
139085	Apple	8	2000	3.2	145900
139193	Lenovo	8	1000	2.5	35900
139233	asus	4	500	2.3	42900
139520	Lenovo	4	2000	2.3	31900
139595	Microsoft	16	1000	3.2	81900
139680	DELL	16	2000	3.2	98900
139838	unknown	16	500	3.2	78900
139989	asus	4	500	2.5	57900
140190	Lenovo	8	500	3.2	60900
140286	hp	4	2000	1.8	51900
140406	HP	16	2000	3	77900
140628	asus	8	2000	3.2	86900
140643	Toshiba	16	1000	3	69900
140743	Microsoft	8	2000	3	70900
140883	Acer	16	2000	3	77900
141024	Apple	4	1000	2.5	118900
141221	Acer	8	1000	2.5	56900
141287	Apple	16	500	2.3	128900
141474	MSI	4	2000	3.2	76900
141491	asus	8	1000	1.8	45900
141563	Lenovo	16	2000	1.8	37900
141698	hp	4	2000	2.5	56900
141698	hp	4	2000	2.5	56900
141799	asus	16	500	1.8	38900
141834	asus	4	1000	1.8	41900
141902	Acer	8	1000	3.2	78900
141917	Lenovo	8	2000	2.5	51900
142102	Dell	16	500	2.3	62900
142127	HP	16	1000	3.2	85900
142247	Dell	16	500	2.3	73900
142263	HP	8	500	1.8	45900
142355	HP	8	500	2.5	53900
142779	Samsung	16	2000	3.2	95900
143254	Acer	8	500	2.3	50900
143312	Samsung	16	1000	3.2	84900
144200	asus	4	1000	3.2	67900
144294	Lenovo	8	1000	1.8	24900
144358	Microsoft	8	2000	2.5	67900
144379	Microsoft	4	1000	1.8	43900
144674	DELL	8	1000	2.5	75900
144850	DELL	8	2000	3.2	103900
145007	Microsoft	16	1000	2.5	65900
145036	Lenovo	8	2000	2.5	46900
145037	hp	16	500	3	72900
145081	DELL	4	500	1.8	47900
145366	DELL	16	500	2.3	63900
145552	asus	8	1000	2.5	60900
145658	MSI	4	2000	2.3	54900
145760	MSI	16	1000	1.8	45900
145771	Acer	4	2000	3.2	82900
145859	Samsung	4	2000	3.2	74900
145889	Dell	4	1000	3.2	86900
146029	Dell	8	1000	2.5	76900
146164	Acer	16	1000	3	78900
146526	Acer	8	1000	3.2	85900
146803	DELL	4	500	2.3	54900
146804	Lenovo	16	1000	3.2	72900
147229	MSI	8	1000	3.2	77900
147280	DELL	4	1000	2.5	62900
147285	Toshiba	4	1000	2.5	58900
147649	Acer	16	1000	2.5	71900
147871	MSI	4	1000	1.8	29900
147956	asus	4	2000	2.3	50900
148019	HP	4	1000	3	54900
148019	HP	4	1000	3	54900
148027	HP	16	500	2.5	62900
148046	DELL	8	1000	1.8	57900
148099	HP	4	2000	3	63900
148216	Asus	8	1000	2.3	53900
148374	Microsoft	8	500	1.8	44900
148538	Samsung	16	2000	2.5	71900
148835	Asus	4	2000	3.2	77900
149140	Dell	16	1000	3	90900
149142	Asus	16	500	1.8	50900
149253	HP	8	500	2.5	54900
149309	DELL	16	1000	1.8	58900
149787	DELL	4	500	2.3	55900
149817	Acer	8	1000	2.5	52900
149850	Dell	8	2000	1.8	65900
149856	hp	8	500	3	67900
149957	Toshiba	16	1000	3.2	88900
149968	Toshiba	16	500	3.2	84900
149979	HP	8	500	1.8	41900
150065	Samsung	16	500	3	72900
150081	asus	4	1000	3.2	76900
150165	Microsoft	4	1000	3.2	71900
150228	Toshiba	16	1000	3	72900
150322	Lenovo	8	2000	3	59900
150328	Acer	4	1000	1.8	37900
150440	Acer	16	500	2.3	51900
150457	Samsung	4	500	2.3	38900
150660	Lenovo	16	1000	3	59900
150702	HP	4	500	2.3	38900
150749	hp	16	2000	1.8	58900
151026	DELL	4	2000	1.8	64900
151231	hp	8	500	2.3	54900
151273	MSI	4	500	2.3	38900
151273	MSI	4	500	2.3	38900
151277	MSI	16	500	3	75900
151434	DELL	8	1000	2.3	67900
151942	Samsung	8	1000	2.5	49900
151951	asus	8	500	2.3	47900
151954	asus	8	1000	3	66900
152056	Lenovo	4	500	2.5	34900
152458	hp	8	1000	2.3	45900
152483	Acer	16	2000	3.2	97900
152505	Apple	8	500	3	126900
152580	Microsoft	16	2000	1.8	53900
152622	Toshiba	16	2000	1.8	48900
152907	asus	4	500	2.5	45900
153149	Asus	8	2000	3	70900
153253	Asus	16	500	2.3	56900
153280	asus	8	2000	1.8	50900
153490	Toshiba	4	500	1.8	26900
153583	Dell	4	2000	1.8	56900
153684	DELL	8	500	2.5	72900
153752	HP	16	2000	1.8	49900
153775	Asus	8	2000	3.2	79900
153909	hp	8	1000	2.3	61900
153980	Toshiba	16	2000	1.8	56900
153990	MSI	16	1000	3.2	84900
154016	DELL	4	2000	2.3	72900
154224	Acer	4	500	3.2	72900
154238	Microsoft	4	1000	3.2	79900
154588	Apple	8	1000	2.3	120900
155028	Microsoft	8	500	2.5	54900
155075	MSI	8	1000	1.8	41900
155559	Toshiba	4	1000	2.3	42900
155564	DELL	4	500	2.3	56900
155820	HP	8	500	2.5	58900
156141	HP	16	1000	2.5	65900
156283	Samsung	8	500	3.2	77900
156320	Dell	4	500	3	73900
156477	HP	8	500	2.3	46900
156564	Apple	8	1000	1.8	107900
156615	Asus	8	2000	1.8	48900
156732	MSI	16	2000	2.5	71900
156775	Dell	16	1000	3	91900
156946	Samsung	16	500	2.3	45900
157029	HP	8	500	2.5	53900
157081	HP	8	1000	2.5	52900
157316	Acer	16	1000	3.2	78900
157378	asus	4	1000	2.5	43900
157438	unknown	4	1000	2.5	50900
157582	asus	4	1000	1.8	43900
157769	Apple	4	1000	2.3	111900
157800	MSI	16	2000	3.2	94900
158073	Asus	8	500	3.2	69900
158121	Microsoft	8	500	2.5	52900
158143	Acer	8	500	1.8	44900
158201	Acer	16	1000	1.8	60900
158333	Dell	4	2000	2.3	63900
158539	Dell	4	500	3	71900
158557	Asus	4	500	1.8	27900
158696	Asus	4	1000	2.5	55900
158923	Toshiba	4	1000	2.5	56900
159084	Acer	4	1000	2.5	62900
159150	DELL	16	2000	2.3	79900
159205	Toshiba	16	500	2.3	52900
159287	Lenovo	16	2000	1.8	34900
159365	Lenovo	16	500	3	53900
159469	Dell	16	2000	3	84900
159731	Asus	8	500	2.5	57900
159740	hp	4	500	3.2	71900
159887	asus	16	2000	1.8	60900
160455	hp	16	1000	1.8	52900
160687	asus	4	500	2.5	44900
160772	Toshiba	16	1000	3	75900
160900	Lenovo	8	500	2.5	37900
160946	DELL	16	2000	2.3	87900
161370	Toshiba	4	500	3	57900
161474	Microsoft	8	2000	2.3	62900
161521	Lenovo	8	2000	2.3	49900
161581	Acer	8	2000	3	74900
161722	hp	4	1000	2.5	52900
161737	Apple	4	1000	1.8	99900
161762	Samsung	4	1000	2.3	46900
161811	Lenovo	8	500	3.2	58900
162403	hp	4	1000	2.5	43900
162620	Samsung	8	1000	1.8	47900
162679	HP	16	1000	3.2	80900
163107	Acer	8	2000	1.8	46900
163285	MSI	8	1000	1.8	38900
163293	Asus	4	500	3	59900
163302	Microsoft	4	1000	2.3	41900
163401	HP	4	2000	3.2	80900
163414	HP	8	500	2.5	60900
163948	HP	16	500	1.8	47900
164131	Toshiba	16	2000	2.5	62900
164375	HP	4	500	2.5	49900
164849	Apple	16	500	3.2	152900
165205	Microsoft	16	1000	3.2	78900
165354	Toshiba	16	500	3	73900
165576	HP	4	2000	2.3	46900
165736	DELL	16	500	2.3	68900
165858	Acer	8	2000	2.5	53900
165880	Acer	8	1000	2.5	55900
166001	Samsung	8	500	1.8	37900
166017	DELL	8	500	1.8	56900
166333	Toshiba	4	1000	1.8	43900
166609	Asus	16	1000	2.5	67900
166623	Apple	16	1000	2.3	129900
166700	Dell	16	500	2.3	70900
166728	Samsung	4	1000	2.3	40900
166733	Samsung	8	500	2.3	45900
166918	asus	16	1000	2.5	63900
166969	Asus	4	500	3.2	68900
167653	DELL	8	2000	1.8	60900
167720	Microsoft	16	500	2.3	53900
167790	MSI	8	2000	1.8	48900
167806	Samsung	4	2000	3	71900
167927	asus	4	2000	2.5	57900
167993	Lenovo	16	2000	2.5	48900
168069	DELL	16	2000	3.2	103900
168506	Microsoft	16	500	3.2	79900
168758	Apple	8	500	2.3	111900
168770	Samsung	8	500	1.8	44900
168883	Lenovo	4	1000	2.5	29900
168949	Dell	16	2000	3	96900
169156	Dell	8	2000	1.8	60900
169753	Microsoft	8	2000	1.8	50900
169882	Acer	4	1000	1.8	40900
170067	hp	8	1000	1.8	45900
170244	asus	4	500	3	63900
170282	MSI	8	2000	3	71900
170309	Acer	16	500	3	72900
170311	Asus	4	500	1.8	31900
170562	HP	4	1000	1.8	37900
170573	HP	8	500	2.3	46900
170581	Lenovo	4	500	1.8	16900
170728	Lenovo	4	2000	3	53900
170815	Toshiba	4	2000	2.3	51900
171046	MSI	8	1000	1.8	41900
171329	Apple	16	2000	1.8	113900
171568	Toshiba	16	500	2.3	50900
171579	unknown	8	2000	1.8	42900
171854	Samsung	8	1000	3.2	77900
172346	hp	16	2000	2.5	69900
172606	asus	16	500	3	71900
172642	hp	16	2000	2.3	64900
173027	asus	8	1000	2.5	58900
173328	Apple	4	2000	2.3	118900
173896	DELL	16	2000	2.3	83900
174014	MSI	16	500	2.3	55900
174032	Dell	16	500	2.5	85900
174319	Microsoft	4	500	2.3	35900
174609	Dell	8	1000	3	87900
174807	hp	16	500	1.8	47900
174807	hp	16	500	1.8	47900
174876	Toshiba	4	1000	2.3	45900
175091	Acer	4	500	2.5	48900
175163	DELL	16	2000	1.8	71900
175990	hp	16	500	3	79900
176214	Asus	4	2000	3	66900
176243	asus	16	2000	3.2	89900
176344	Acer	16	2000	1.8	47900
176648	Lenovo	16	500	3.2	67900
176747	Lenovo	16	2000	3	70900
176852	MSI	16	500	3.2	82900
177000	hp	4	1000	3.2	74900
177001	Toshiba	16	2000	2.3	65900
177328	MSI	16	500	2.5	65900
177659	hp	16	2000	3.2	87900
177779	HP	16	500	2.5	59900
177968	Dell	8	2000	1.8	60900
178015	Apple	4	2000	3.2	137900
178442	DELL	16	2000	3.2	108900
178852	Acer	16	500	2.5	62900
178972	asus	4	2000	1.8	32900
179205	hp	16	2000	3.2	88900
179271	Lenovo	8	500	3.2	62900
179654	Apple	8	500	2.3	108900
179705	DELL	8	500	2.3	62900
179866	Samsung	16	500	2.3	49900
179932	Apple	8	1000	2.5	129900
179967	Lenovo	4	2000	2.3	36900
180058	Asus	4	2000	3	68900
180557	DELL	16	500	1.8	62900
180658	DELL	16	2000	3.2	106900
180713	DELL	16	1000	3.2	96900
180765	Dell	16	1000	2.3	69900
180772	Samsung	8	1000	3	70900
180925	Toshiba	4	1000	2.3	41900
181145	Samsung	16	500	3.2	76900
181240	Dell	4	1000	3	74900
181286	hp	8	1000	2.3	53900
181341	asus	16	500	2.3	50900
181682	Asus	16	500	3.2	83900
182203	Apple	16	2000	2.5	130900
182295	Samsung	4	2000	3	70900
182395	Dell	4	1000	3	75900
182430	HP	16	2000	1.8	59900
182449	Lenovo	16	500	1.8	29900
182511	hp	4	500	1.8	31900
182670	Acer	8	500	2.5	64900
183237	Dell	16	500	3.2	102900
183473	MSI	8	1000	2.5	55900
183578	Microsoft	8	2000	3.2	80900
183678	Apple	8	500	2.3	114900
183756	Samsung	8	2000	3	73900
183762	Lenovo	16	1000	2.3	41900
183970	Acer	16	2000	2.5	70900
184214	Asus	4	2000	1.8	41900
184284	DELL	4	2000	2.3	61900
184469	Microsoft	8	1000	3.2	78900
184472	Toshiba	16	2000	2.3	67900
184677	hp	16	2000	2.3	62900
184775	Asus	8	2000	3	73900
185027	Apple	8	2000	3.2	149900
185031	HP	16	2000	3	78900
185414	Acer	4	1000	2.5	54900
185614	Toshiba	8	1000	2.5	61900
186002	MSI	8	2000	3.2	86900
186332	HP	8	500	3	72900
186442	Microsoft	16	500	2.5	62900
186562	hp	4	1000	3	61900
186562	hp	4	1000	3	61900
186997	DELL	8	1000	2.5	78900
187042	Acer	8	500	2.3	50900
187145	MSI	4	2000	3.2	79900
187522	Acer	8	1000	2.3	46900
187553	DELL	16	500	3.2	102900
187758	Toshiba	16	500	1.8	38900
187904	Asus	8	1000	2.3	45900
187920	MSI	4	500	3	51900
188022	asus	16	500	2.5	59900
188022	asus	16	500	2.5	59900
188061	Lenovo	8	1000	3	54900
188151	hp	8	2000	1.8	44900
188532	Samsung	16	500	1.8	44900
188562	Acer	8	1000	3	69900
188596	HP	16	2000	3.2	87900
188679	Toshiba	4	2000	3.2	66900
188765	hp	16	1000	1.8	49900
188811	Dell	16	2000	2.3	74900
188846	HP	16	1000	3	72900
188871	Apple	4	1000	3.2	135900
189154	Apple	4	1000	2.5	117900
189402	Dell	16	1000	1.8	62900
189458	Acer	4	2000	2.3	51900
189511	Apple	8	2000	3	137900
189569	Toshiba	4	500	3	49900
189660	Microsoft	16	500	1.8	42900
190061	Apple	4	1000	3	131900
190149	asus	8	2000	3	72900
190263	Lenovo	4	1000	2.3	29900
190480	Acer	8	2000	1.8	48900
190482	MSI	8	1000	1.8	46900
190643	Dell	4	1000	3	79900
191459	Lenovo	16	500	3.2	68900
191467	Microsoft	8	500	1.8	39900
191766	Microsoft	4	2000	3	71900
191798	Toshiba	16	500	3.2	78900
192185	Samsung	8	500	3.2	73900
192658	Dell	8	500	2.5	71900
192658	Dell	8	500	2.5	71900
192739	Asus	16	500	3	72900
193117	MSI	4	500	2.5	47900
193167	MSI	16	2000	2.5	77900
193428	Lenovo	16	500	1.8	22900
193683	Dell	8	2000	3	85900
194188	MSI	4	2000	1.8	36900
194316	Toshiba	4	500	2.5	50900
194815	Toshiba	16	2000	3	80900
195305	Apple	4	500	3.2	133900
195520	Microsoft	4	2000	3.2	80900
195730	Microsoft	8	500	1.8	33900
196027	Lenovo	16	1000	1.8	28900
196135	MSI	8	500	2.5	54900
196148	Dell	8	500	1.8	59900
196340	asus	16	2000	2.5	68900
196516	Toshiba	8	1000	2.5	63900
196663	Samsung	16	2000	2.3	62900
197099	Acer	16	1000	3.2	84900
197396	Samsung	8	1000	2.5	55900
197465	Asus	8	1000	3	69900
197506	hp	4	1000	3.2	67900
197518	DELL	8	2000	3.2	91900
197532	Samsung	16	500	1.8	50900
197628	Asus	4	1000	2.3	44900
197779	Acer	8	1000	3.2	82900
198650	asus	16	2000	3	80900
198669	hp	4	2000	3.2	77900
198669	hp	4	2000	3.2	77900
198736	Lenovo	16	1000	1.8	35900
198810	Samsung	16	500	2.5	59900
198967	Acer	8	2000	2.3	54900
199053	Samsung	4	500	3.2	68900
199131	Acer	8	1000	3	62900
199526	asus	8	2000	3	67900
199571	hp	16	500	2.5	64900
199970	hp	16	2000	3.2	92900
200411	MSI	4	1000	2.3	46900
200638	asus	4	500	3.2	70900
200683	Lenovo	8	2000	2.3	36900
200872	Apple	4	2000	1.8	109900
200922	Dell	8	2000	2.5	82900
201092	Samsung	16	1000	2.3	61900
201127	Dell	8	1000	2.5	70900
201426	Acer	4	500	3.2	69900
201604	Apple	8	2000	3.2	148900
201662	asus	16	1000	2.3	57900
201804	Microsoft	8	2000	1.8	49900
201847	hp	8	2000	1.8	54900
202125	Microsoft	8	1000	2.5	53900
202283	asus	4	1000	1.8	37900
202474	MSI	8	500	3	60900
202603	Acer	16	500	2.5	59900
202809	Microsoft	16	1000	3	67900
202918	Asus	16	500	2.5	68900
203528	Microsoft	8	1000	2.3	54900
203570	Microsoft	16	1000	1.8	47900
203585	HP	4	2000	2.5	58900
203634	Apple	4	1000	2.3	107900
203726	Asus	8	500	2.5	55900
203976	Acer	8	1000	3.2	76900
204027	DELL	4	500	2.5	66900
204081	asus	4	2000	3	73900
204314	Lenovo	16	500	3	55900
204344	asus	4	1000	2.3	45900
204449	unknown	8	1000	2.5	40900
204507	Toshiba	4	1000	2.3	44900
204539	hp	8	2000	3.2	78900
204627	hp	16	2000	2.5	64900
204650	MSI	8	1000	1.8	44900
205135	MSI	8	2000	1.8	39900
205369	Lenovo	4	1000	3	47900
205374	Samsung	8	2000	2.5	63900
205376	MSI	8	2000	1.8	38900
205564	HP	8	2000	2.3	58900
205735	Microsoft	4	1000	3	60900
205796	hp	16	500	2.5	61900
206134	Dell	16	2000	2.5	85900
206384	Acer	16	2000	1.8	53900
206470	DELL	16	2000	3.2	107900
206548	HP	4	1000	3	66900
206639	Microsoft	4	1000	2.5	51900
206689	Dell	8	500	2.5	65900
206809	Acer	16	2000	2.5	69900
206819	Apple	16	1000	1.8	111900
206943	Asus	4	2000	1.8	42900
206987	Apple	4	500	2.3	111900
207164	Dell	4	2000	3.2	95900
207267	asus	16	500	2.3	56900
207334	Asus	16	1000	1.8	55900
207425	Dell	16	2000	1.8	73900
207772	asus	4	500	2.5	46900
208083	Acer	8	500	1.8	46900
208495	MSI	16	2000	1.8	55900
208545	MSI	8	500	1.8	38900
208631	Samsung	8	500	2.3	47900
208727	MSI	16	1000	3.2	92900
208795	Microsoft	4	1000	3	57900
208855	Asus	16	500	3.2	78900
208871	Samsung	4	2000	2.5	55900
208871	Samsung	4	2000	2.5	55900
208961	hp	8	1000	3	66900
209023	hp	16	500	2.3	47900
209077	DELL	4	1000	2.5	65900
209278	Microsoft	8	2000	2.3	53900
209318	hp	4	1000	3	62900
209727	hp	16	500	3.2	79900
209808	Apple	8	500	2.5	122900
209808	Apple	8	500	2.5	122900
209992	Acer	8	2000	2.5	61900
210040	asus	8	2000	2.3	55900
210523	Lenovo	4	500	1.8	19900
210619	Apple	4	500	2.3	108900
210838	hp	4	500	1.8	31900
210856	Apple	4	2000	2.5	120900
210974	Apple	8	500	1.8	104900
211180	HP	8	2000	2.5	66900
211254	hp	16	1000	1.8	48900
211376	Microsoft	8	500	1.8	38900
211405	Apple	4	1000	2.3	108900
211519	hp	16	500	3	76900
211558	Microsoft	8	1000	1.8	41900
211823	Lenovo	4	2000	2.5	44900
211947	Acer	16	2000	1.8	51900
212341	HP	4	1000	1.8	34900
212361	Lenovo	8	2000	1.8	38900
212558	Microsoft	4	1000	2.5	55900
212768	DELL	8	1000	3.2	86900
212786	MSI	16	1000	2.5	55900
213372	hp	8	1000	2.5	53900
213803	Microsoft	16	500	3.2	81900
213957	Asus	4	2000	2.5	63900
214111	Microsoft	4	1000	2.5	47900
214139	Samsung	4	500	1.8	35900
214433	Toshiba	16	500	2.5	63900
214691	HP	4	500	3.2	72900
214931	asus	16	2000	2.3	60900
215219	Lenovo	4	1000	1.8	19900
215331	Dell	4	500	2.3	46900
215378	Microsoft	16	2000	1.8	52900
215385	Lenovo	16	500	1.8	33900
215480	Samsung	8	500	1.8	38900
215817	Samsung	16	500	3.2	85900
215931	MSI	16	500	2.5	65900
216219	MSI	16	2000	3	89900
216583	unknown	16	1000	1.8	51900
216614	Asus	16	2000	3.2	86900
216779	Acer	4	500	2.3	46900
216805	HP	8	500	2.3	45900
217147	Toshiba	16	2000	3	83900
217242	hp	8	2000	2.3	57900
217457	hp	4	500	3.2	75900
217589	Acer	4	1000	3.2	79900
218012	Lenovo	8	500	3.2	62900
218103	Samsung	8	500	1.8	39900
218218	Apple	16	1000	1.8	109900
218260	hp	4	500	2.5	56900
218295	Asus	4	1000	1.8	36900
218877	Acer	16	1000	2.3	59900
219073	hp	8	2000	2.3	53900
219075	Asus	16	2000	1.8	54900
219503	Samsung	16	1000	3.2	77900
219511	Samsung	16	1000	2.3	55900
219753	Lenovo	8	2000	3	62900
220150	Lenovo	16	1000	1.8	26900
220383	HP	4	1000	3	66900
220386	Acer	8	2000	3	71900
220696	MSI	8	500	2.3	46900
220805	DELL	8	500	1.8	46900
221070	Toshiba	4	1000	3	62900
221076	hp	16	500	3	80900
221278	Apple	4	1000	3.2	141900
221467	MSI	4	1000	3	59900
221574	DELL	16	500	3	84900
221729	asus	16	2000	3.2	90900
222357	asus	8	2000	2.3	59900
222533	Asus	16	500	2.5	58900
222724	Toshiba	16	1000	2.3	58900
222892	Asus	8	2000	2.5	65900
222977	Samsung	16	1000	2.3	59900
223140	Microsoft	8	2000	3	80900
223193	DELL	8	2000	2.5	73900
223251	Microsoft	8	500	2.3	45900
223401	Acer	4	500	3.2	63900
223532	Apple	8	2000	3	134900
223634	Apple	4	2000	2.3	117900
223718	Apple	4	500	2.5	113900
223985	Dell	4	2000	2.3	58900
223991	Lenovo	16	500	3	56900
224403	Apple	8	1000	3	128900
224500	Samsung	16	1000	3.2	84900
224668	MSI	16	2000	1.8	53900
224841	Apple	4	1000	2.3	111900
224939	Lenovo	16	500	2.3	36900
224950	Toshiba	4	2000	3	63900
225638	Acer	4	500	1.8	34900
225704	HP	4	2000	2.3	50900
225920	Dell	4	2000	3	80900
225924	Apple	4	2000	1.8	109900
226005	Samsung	8	500	2.3	48900
226056	unknown	8	1000	2.5	123900
226534	HP	8	500	1.8	42900
226596	Apple	16	1000	3	143900
226620	asus	16	500	3.2	74900
226831	MSI	4	500	3.2	70900
226845	Microsoft	16	500	1.8	55900
226998	Lenovo	4	1000	3.2	54900
227317	Asus	8	2000	3	67900
227317	Asus	8	2000	3	67900
227441	Apple	8	2000	3	141900
227725	asus	16	2000	2.3	57900
227775	Toshiba	4	1000	2.3	41900
227894	Apple	16	500	2.3	120900
228114	Lenovo	4	1000	1.8	27900
228194	Samsung	16	1000	3.2	77900
228202	Asus	4	1000	2.3	45900
228233	DELL	4	2000	3.2	93900
228278	hp	16	2000	2.5	71900
228348	Toshiba	4	1000	2.3	50900
228561	MSI	16	500	1.8	50900
228604	Samsung	8	2000	3	74900
228780	Samsung	8	1000	2.3	53900
228909	MSI	4	2000	3.2	78900
229080	Microsoft	8	1000	3.2	81900
229187	hp	4	2000	1.8	39900
229215	Acer	16	2000	3	83900
229308	Asus	8	2000	2.5	65900
229373	Microsoft	16	1000	3.2	88900
229383	MSI	4	500	3.2	74900
229429	hp	16	2000	3	79900
229744	Acer	4	500	3.2	78900
229935	Microsoft	8	500	2.3	47900
230083	Samsung	8	2000	1.8	49900
230183	Samsung	16	2000	2.5	71900
230192	Dell	4	2000	1.8	58900
230505	HP	8	1000	1.8	45900
230529	Toshiba	16	2000	2.5	65900
230567	Apple	4	500	2.5	118900
230741	DELL	8	1000	3	82900
230754	Samsung	8	2000	2.5	62900
230940	MSI	4	500	2.5	43900
231171	DELL	8	1000	3.2	87900
231304	Apple	8	1000	2.5	126900
